0.000000000000000000e+00,4.139244780158694847e-03,1.396398100040953556e-02,0.000000000000000000e+00,1.303843453544283396e-02,1.241754585560318411e-02,0.000000000000000000e+00,9.747773665351865124e-03,5.820354695796350203e-02,0.000000000000000000e+00
9.263342989731424004e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.619332020622223867e-03,0.000000000000000000e+00,4.571423884253982689e-02,1.267142334226502992e-02,0.000000000000000000e+00,3.960104726441607270e-02,0.000000000000000000e+00
1.738846536253523326e-02,4.304615330235944670e-02,3.630550389590148780e-02,6.881903860905291825e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.361809868495700553e-03,5.197856278856385903e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.973985791694148340e-02,1.699980462793462127e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.076885538794453319e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.073334507544596722e-02
0.000000000000000000e+00,7.616714672538993369e-02,1.369977688577616107e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.685238359290158056e-02,5.811290675092768698e-02
4.532412873478549459e-03,5.780810776135585083e-02,4.368808657202755824e-02,0.000000000000000000e+00,6.482090995230099101e-04,2.637411211495587632e-03,7.870218110388083055e-02,7.957026363751982384e-03,3.149401632388691349e-04,4.303115792461342792e-02
1.760014001313308166e-02,3.122474818940861041e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.478565939027170040e-02,2.261526279252298877e-02,0.000000000000000000e+00,5.790884249436811793e-02,1.109481462988557918e-02
0.000000000000000000e+00,7.837257939953524988e-02,4.226879415305001553e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.950372446131382054e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.850643058907754990e-02
0.000000000000000000e+00,0.000000000000000000e+00,3.719285585026058105e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.821729005066358278e-03,6.118760148558256839e-03,7.037154710092290155e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.488064513815345158e-02,4.753286139212151845e-02,0.000000000000000000e+00,4.239268017763737906e-02,1.689389453750883910e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.406306476646950493e-02,6.134085593642280010e-02,0.000000000000000000e+00,1.619495920710595574e-02,2.919033662968018028e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.341305182596837120e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.626014660730048078e-02,2.999827923995167928e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.436070987577106300e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.253487564172520052e-02,2.803484264933227971e-02
7.322724209610095847e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.407866782624189364e-03,4.466115950535401447e-02,3.807325831319425397e-02,4.830070745744421967e-02,8.450770281410796558e-02
3.702014553712813794e-02,0.000000000000000000e+00,1.704223185234962634e-02,0.000000000000000000e+00,1.187673843981980684e-02,7.454161643470831600e-02,1.707049789196918299e-02,0.000000000000000000e+00,3.582701899723808592e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.920037556221454833e-02,2.254901935263126100e-02,0.000000000000000000e+00,1.749808070424956757e-02,3.903367151100917143e-02,1.481845520189025572e-02
2.487825236368216425e-02,7.176599104520130223e-02,4.136328204915484114e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.995544581047971222e-02,1.349139221184960692e-02,0.000000000000000000e+00,4.420959163855577023e-04,2.671021228071443487e-02,1.075033074730400232e-02,9.118363605320735366e-02,0.000000000000000000e+00,1.800644683666961093e-02,0.000000000000000000e+00
5.807001363568204538e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.638805910151213241e-03,2.008232139304769528e-03,1.293432142812563947e-02,2.012864338158781158e-02,6.831783582155223633e-02,3.863196892555559314e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.755414069169562719e-05,0.000000000000000000e+00,2.800927229896479215e-02,1.215471107241124400e-02,0.000000000000000000e+00,1.470501872518878081e-02,5.854136148029996656e-02,0.000000000000000000e+00
